17 September 2020 
TITLE  INFO  !!!!! 
 
     x    yyy   CCCC         DDDD
 50.55   0.28    0.96    0.39063119
 50.56   0.29    0.96    0.38140634
 50.57   0.30    0.95    0.37214335
 50.58   0.31    0.95    0.36284315
 50.59   0.32    0.95    0.35350666
 50.60   0.33    0.94    0.34413482
 50.61   0.34    0.94    0.33472856
 50.62   0.35    0.94    0.32528884
 50.63   0.36    0.93    0.31581659
 50.64   0.37    0.93    0.30631275
 50.65   0.38    0.93    0.29677828
 50.66   0.38    0.92    0.28721414
 50.67   0.39    0.92    0.27762128
 50.68   0.40    0.92    0.26800065
 50.69   0.41    0.91    0.25835322
 50.70   0.42    0.91    0.24867996
 50.71   0.43    0.90    0.23898183
 50.72   0.44    0.90    0.22925980
 50.73   0.45    0.89    0.21951485
 50.74   0.46    0.89    0.20974794
 50.75   0.47    0.88    0.19996007
 50.76   0.47    0.88    0.19015219
 50.77   0.48    0.88    0.18032530
 50.78   0.49    0.87    0.17048038
 50.79   0.50    0.87    0.16061841
 50.80   0.51    0.86    0.15074038
 50.81   0.52    0.86    0.14084727
 50.82   0.53    0.85    0.13094008
 50.83   0.54    0.84    0.12101979
 50.84   0.54    0.84    0.11108741
 50.85   0.55    0.83    0.10114391
 50.86   0.56    0.83    0.09119030
 50.87   0.57    0.82    0.08122757
 50.88   0.58    0.82    0.07125672
 50.89   0.58    0.81    0.06127875
 50.90   0.59    0.81    0.05129464
 50.91   0.60    0.80    0.04130541
 50.92   0.61    0.79    0.03131204
 50.93   0.62    0.79    0.02131555
 50.94   0.62    0.78    0.01131692
 50.95   0.63    0.77    0.00131716
 50.96   0.64    0.77   -0.00868273
 50.97   0.65    0.76   -0.01868175
 50.98   0.66    0.76   -0.02867890
 50.99   0.66    0.75   -0.03867319
 51.00   0.67    0.74   -0.04866361
 51.01   0.68    0.74   -0.05864916
 51.02   0.68    0.73   -0.06862885
 51.03   0.69    0.72   -0.07860167
 51.04   0.70    0.71   -0.08856664
 51.05   0.71    0.71   -0.09852275
 51.06   0.71    0.70   -0.10846900
 51.07   0.72    0.69   -0.11840441
 51.08   0.73    0.69   -0.12832798
 51.09   0.73    0.68   -0.13823872
 51.10   0.74    0.67   -0.14813563
 51.11   0.75    0.66   -0.15801773
 51.12   0.75    0.66   -0.16788403
 51.13   0.76    0.65   -0.17773354
 51.14   0.77    0.64   -0.18756527
 51.15   0.77    0.63   -0.19737825
 51.16   0.78    0.63   -0.20717149
 51.17   0.79    0.62   -0.21694402
 51.18   0.79    0.61   -0.22669485
 51.19   0.80    0.60   -0.23642301
 51.20   0.80    0.59   -0.24612753
 51.21   0.81    0.59   -0.25580744
 51.22   0.82    0.58   -0.26546176
 51.23   0.82    0.57   -0.27508954
 51.24   0.83    0.56   -0.28468981
 51.25   0.83    0.55   -0.29426162
 51.26   0.84    0.54   -0.30380399
 51.27   0.84    0.54   -0.31331599
 51.28   0.85    0.53   -0.32279666
 51.29   0.85    0.52   -0.33224504
 51.30   0.86    0.51   -0.34166020
 51.31   0.86    0.50   -0.35104120
 51.32   0.87    0.49   -0.36038709
 51.33   0.87    0.48   -0.36969695
 51.34   0.88    0.48   -0.37896983
 51.35   0.88    0.47   -0.38820482
 51.36   0.89    0.46   -0.39740098
 51.37   0.89    0.45   -0.40655741
 51.38   0.90    0.44   -0.41567318
 51.39   0.90    0.43   -0.42474739
 51.40   0.91    0.42   -0.43377912
 51.41   0.91    0.41   -0.44276747
 51.42   0.91    0.40   -0.45171155
 51.43   0.92    0.40   -0.46061046
 51.44   0.92    0.39   -0.46946330
 51.45   0.93    0.38   -0.47826920
 51.46   0.93    0.37   -0.48702728
 51.47   0.93    0.36   -0.49573665
 51.48   0.94    0.35   -0.50439645
 51.49   0.94    0.34   -0.51300580
 51.50   0.94    0.33   -0.52156386
 51.51   0.95    0.32   -0.53006976
 51.52   0.95    0.31   -0.53852266
 51.53   0.95    0.30   -0.54692170
 51.54   0.96    0.29   -0.55526606
 51.55   0.96    0.28   -0.56355488
 51.56   0.96    0.27   -0.57178735
 51.57   0.96    0.26   -0.57996265
 51.58   0.97    0.25   -0.58807994
 51.59   0.97    0.24   -0.59613843
 51.60   0.97    0.23   -0.60413731
 51.61   0.97    0.22   -0.61207577
 51.62   0.98    0.21   -0.61995303
 51.63   0.98    0.20   -0.62776829
 51.64   0.98    0.20   -0.63552077
 51.65   0.98    0.19   -0.64320971
 51.66   0.98    0.18   -0.65083432
 51.67   0.99    0.17   -0.65839385
 51.68   0.99    0.16   -0.66588754
 51.69   0.99    0.15   -0.67331464
 51.70   0.99    0.14   -0.68067442
 51.71   0.99    0.13   -0.68796612
 51.72   0.99    0.12   -0.69518903
 51.73   0.99    0.11   -0.70234242
 51.74   1.00    0.10   -0.70942558
 51.75   1.00    0.09   -0.71643779
 51.76   1.00    0.08   -0.72337836
 51.77   1.00    0.07   -0.73024660
 51.78   1.00    0.06   -0.73704181
 51.79   1.00    0.05   -0.74376332
 51.80   1.00    0.04   -0.75041045
 51.81   1.00    0.03   -0.75698254
 51.82   1.00    0.02   -0.76347893
 51.83   1.00    0.01   -0.76989898
 51.84   1.00   -0.00   -0.77624204
 51.85   1.00   -0.01   -0.78250747
 51.86   1.00   -0.02   -0.78869465
 51.87   1.00   -0.03   -0.79480297
 51.88   1.00   -0.04   -0.80083180
 51.89   1.00   -0.05   -0.80678055
 51.90   1.00   -0.06   -0.81264863
 51.91   1.00   -0.07   -0.81843544
 51.92   1.00   -0.08   -0.82414041
 51.93   1.00   -0.09   -0.82976296
 51.94   0.99   -0.10   -0.83530254
 51.95   0.99   -0.11   -0.84075859
 51.96   0.99   -0.12   -0.84613056
 51.97   0.99   -0.13   -0.85141792
 51.98   0.99   -0.14   -0.85662015
 51.99   0.99   -0.15   -0.86173670
 52.00   0.99   -0.16   -0.86676709
 52.01   0.98   -0.17   -0.87171080
 52.02   0.98   -0.18   -0.87656734
 52.03   0.98   -0.19   -0.88133623
 52.04   0.98   -0.20   -0.88601698
 52.05   0.98   -0.21   -0.89060913
 52.06   0.98   -0.22   -0.89511222
 52.07   0.97   -0.23   -0.89952580
 52.08   0.97   -0.24   -0.90384942
 52.09   0.97   -0.25   -0.90808267
 52.10   0.97   -0.26   -0.91222510
 52.11   0.96   -0.27   -0.91627632
 52.12   0.96   -0.28   -0.92023591
 52.13   0.96   -0.29   -0.92410347
 52.14   0.95   -0.30   -0.92787863
 52.15   0.95   -0.31   -0.93156099
 52.16   0.95   -0.32   -0.93515021
 52.17   0.94   -0.33   -0.93864590
 52.18   0.94   -0.34   -0.94204774
 52.19   0.94   -0.35   -0.94535537
 52.20   0.93   -0.36   -0.94856847
 52.21   0.93   -0.37   -0.95168671
 52.22   0.93   -0.37   -0.95470978
 52.23   0.92   -0.38   -0.95763738
 52.24   0.92   -0.39   -0.96046922
 52.25   0.92   -0.40   -0.96320501
 52.26   0.91   -0.41   -0.96584448
 52.27   0.91   -0.42   -0.96838737
 52.28   0.90   -0.43   -0.97083342
 52.29   0.90   -0.44   -0.97318239
 52.30   0.89   -0.45   -0.97543404
 52.31   0.89   -0.46   -0.97758815
 52.32   0.89   -0.47   -0.97964450
 52.33   0.88   -0.47   -0.98160289
 52.34   0.88   -0.48   -0.98346312
 52.35   0.87   -0.49   -0.98522500
 52.36   0.87   -0.50   -0.98688836
 52.37   0.86   -0.51   -0.98845303
 52.38   0.86   -0.52   -0.98991886
 52.39   0.85   -0.53   -0.99128570
 52.40   0.85   -0.53   -0.99255341
 52.41   0.84   -0.54   -0.99372186
 52.42   0.83   -0.55   -0.99479095
 52.43   0.83   -0.56   -0.99576055
 52.44   0.82   -0.57   -0.99663058
 52.45   0.82   -0.58   -0.99740095
 52.46   0.81   -0.58   -0.99807158
 52.47   0.81   -0.59   -0.99864240
 52.48   0.80   -0.60   -0.99911336
 52.49   0.79   -0.61   -0.99948441
 52.50   0.79   -0.62   -0.99975551
 52.51   0.78   -0.62   -0.99992663
 52.52   0.78   -0.63   -0.99999777
 52.53   0.77   -0.64   -0.99996890
 52.54   0.76   -0.65   -0.99984004
 52.55   0.76   -0.65   -0.99961120
 52.56   0.75   -0.66   -0.99928239
 52.57   0.74   -0.67   -0.99885366
 52.58   0.74   -0.68   -0.99832504
 52.59   0.73   -0.68   -0.99769660
 52.60   0.72   -0.69   -0.99696838
 52.61   0.72   -0.70   -0.99614047
 52.62   0.71   -0.71   -0.99521294
 52.63   0.70   -0.71   -0.99418589
 52.64   0.69   -0.72   -0.99305943
 52.65   0.69   -0.73   -0.99183366
 52.66   0.68   -0.73   -0.99050871
 52.67   0.67   -0.74   -0.98908471
 52.68   0.66   -0.75   -0.98756180
 52.69   0.66   -0.75   -0.98594013
 52.70   0.65   -0.76   -0.98421987
 52.71   0.64   -0.77   -0.98240119
 52.72   0.63   -0.77   -0.98048427
 52.73   0.63   -0.78   -0.97846931
 52.74   0.62   -0.79   -0.97635650
 52.75   0.61   -0.79   -0.97414605
 52.76   0.60   -0.80   -0.97183819
 52.77   0.59   -0.80   -0.96943314
 52.78   0.59   -0.81   -0.96693116
 52.79   0.58   -0.82   -0.96433248
 52.80   0.57   -0.82   -0.96163737
 52.81   0.56   -0.83   -0.95884609
 52.82   0.55   -0.83   -0.95595893
 52.83   0.55   -0.84   -0.95297618
 52.84   0.54   -0.84   -0.94989813
 52.85   0.53   -0.85   -0.94672509
 52.86   0.52   -0.85   -0.94345738
 52.87   0.51   -0.86   -0.94009533
 52.88   0.50   -0.86   -0.93663926
 52.89   0.49   -0.87   -0.93308953
 52.90   0.49   -0.87   -0.92944650
 52.91   0.48   -0.88   -0.92571052
 52.92   0.47   -0.88   -0.92188197
 52.93   0.46   -0.89   -0.91796123
 52.94   0.45   -0.89   -0.91394870
 52.95   0.44   -0.90   -0.90984477
 52.96   0.43   -0.90   -0.90564986
 52.97   0.42   -0.91   -0.90136439
 52.98   0.41   -0.91   -0.89698878
 52.99   0.41   -0.91   -0.89252347
 53.00   0.40   -0.92   -0.88796891
 53.01   0.39   -0.92   -0.88332555
 53.02   0.38   -0.93   -0.87859386
 53.03   0.37   -0.93   -0.87377432
 53.04   0.36   -0.93   -0.86886739
 53.05   0.35   -0.94   -0.86387358
 53.06   0.34   -0.94   -0.85879339
 53.07   0.33   -0.94   -0.85362731
 53.08   0.32   -0.95   -0.84837587
 53.09   0.31   -0.95   -0.84303960
 53.10   0.30   -0.95   -0.83761902
 53.11   0.29   -0.96   -0.83211469
 53.12   0.28   -0.96   -0.82652714
 53.13   0.27   -0.96   -0.82085694
 53.14   0.26   -0.96   -0.81510465
 53.15   0.25   -0.97   -0.80927085
 53.16   0.24   -0.97   -0.80335613
 53.17   0.23   -0.97   -0.79736108
 53.18   0.23   -0.97   -0.79128628
 53.19   0.22   -0.98   -0.78513236
 53.20   0.21   -0.98   -0.77889993
 53.21   0.20   -0.98   -0.77258961
 53.22   0.19   -0.98   -0.76620203
 53.23   0.18   -0.98   -0.75973783
 53.24   0.17   -0.99   -0.75319765
 53.25   0.16   -0.99   -0.74658216
 53.26   0.15   -0.99   -0.73989201
 53.27   0.14   -0.99   -0.73312787
 53.28   0.13   -0.99   -0.72629042
 53.29   0.12   -0.99   -0.71938034
 53.30   0.11   -0.99   -0.71239832
 53.31   0.10   -1.00   -0.70534507
 53.32   0.09   -1.00   -0.69822128
 53.33   0.08   -1.00   -0.69102767
 53.34   0.07   -1.00   -0.68376495
 53.35   0.06   -1.00   -0.67643386
 53.36   0.05   -1.00   -0.66903513
 53.37   0.04   -1.00   -0.66156949
 53.38   0.03   -1.00   -0.65403770
 53.39   0.02   -1.00   -0.64644051
 53.40   0.01   -1.00   -0.63877867
 53.41  -0.00   -1.00   -0.63105295
 53.42  -0.01   -1.00   -0.62326413
 53.43  -0.02   -1.00   -0.61541299
 53.44  -0.03   -1.00   -0.60750030
 53.45  -0.04   -1.00   -0.59952686
 53.46  -0.05   -1.00   -0.59149347
 53.47  -0.06   -1.00   -0.58340093
 53.48  -0.07   -1.00   -0.57525006
 53.49  -0.08   -1.00   -0.56704166
 53.50  -0.09   -1.00   -0.55877655
 53.51  -0.10   -0.99   -0.55045557
 53.52  -0.11   -0.99   -0.54207954
 53.53  -0.12   -0.99   -0.53364930
 53.54  -0.13   -0.99   -0.52516570
 53.55  -0.14   -0.99   -0.51662959
 53.56  -0.15   -0.99   -0.50804181
 53.57  -0.16   -0.99   -0.49940323
 53.58  -0.17   -0.99   -0.49071470
 53.59  -0.18   -0.98   -0.48197711
 53.60  -0.19   -0.98   -0.47319132
 53.61  -0.20   -0.98   -0.46435821
 53.62  -0.21   -0.98   -0.45547866
 53.63  -0.22   -0.98   -0.44655357
 53.64  -0.23   -0.97   -0.43758383
 53.65  -0.24   -0.97   -0.42857032
 53.66  -0.25   -0.97   -0.41951396
 53.67  -0.26   -0.97   -0.41041564
 53.68  -0.27   -0.96   -0.40127629
 53.69  -0.28   -0.96   -0.39209681
 53.70  -0.29   -0.96   -0.38287812
 53.71  -0.30   -0.95   -0.37362114
 53.72  -0.31   -0.95   -0.36432680
 53.73  -0.32   -0.95   -0.35499603
 53.74  -0.33   -0.95   -0.34562975
 53.75  -0.34   -0.94   -0.33622892
 53.76  -0.35   -0.94   -0.32679446
 53.77  -0.36   -0.93   -0.31732733
 53.78  -0.36   -0.93   -0.30782846
 53.79  -0.37   -0.93   -0.29829881
 53.80  -0.38   -0.92   -0.28873932
 53.81  -0.39   -0.92   -0.27915097
 53.82  -0.40   -0.92   -0.26953470
 53.83  -0.41   -0.91   -0.25989148
 53.84  -0.42   -0.91   -0.25022227
 53.85  -0.43   -0.90   -0.24052803
 53.86  -0.44   -0.90   -0.23080975
 53.87  -0.45   -0.89   -0.22106838
 53.88  -0.46   -0.89   -0.21130490
 53.89  -0.46   -0.89   -0.20152030
 53.90  -0.47   -0.88   -0.19171554
 53.91  -0.48   -0.88   -0.18189162
 53.92  -0.49   -0.87   -0.17204950
 53.93  -0.50   -0.87   -0.16219018
 53.94  -0.51   -0.86   -0.15231464
 53.95  -0.52   -0.86   -0.14242387
 53.96  -0.53   -0.85   -0.13251885
 53.97  -0.53   -0.85   -0.12260059
 53.98  -0.54   -0.84   -0.11267006
 53.99  -0.55   -0.83   -0.10272827
 54.00  -0.56   -0.83   -0.09277620
 54.01  -0.57   -0.82   -0.08281486
 54.02  -0.58   -0.82   -0.07284524
 54.03  -0.58   -0.81   -0.06286833
 54.04  -0.59   -0.81   -0.05288513
 54.05  -0.60   -0.80   -0.04289665
 54.06  -0.61   -0.79   -0.03290388
 54.07  -0.62   -0.79   -0.02290781
 54.08  -0.62   -0.78   -0.01290946
 54.09  -0.63   -0.78   -0.00290981
 54.10  -0.64   -0.77    0.00709012
 54.11  -0.65   -0.76    0.01708935
 54.12  -0.65   -0.76    0.02708687
 54.13  -0.66   -0.75    0.03708168
 54.14  -0.67   -0.74    0.04707278
 54.15  -0.68   -0.74    0.05705918
 54.16  -0.68   -0.73    0.06703986
 54.17  -0.69   -0.72    0.07701385
 54.18  -0.70   -0.72    0.08698013
 54.19  -0.71   -0.71    0.09693772
 54.20  -0.71   -0.70    0.10688561
 54.21  -0.72   -0.69    0.11682281
 54.22  -0.73   -0.69    0.12674833
 54.23  -0.73   -0.68    0.13666118
 54.24  -0.74   -0.67    0.14656036
 54.25  -0.75   -0.67    0.15644489
 54.26  -0.75   -0.66    0.16631377
 54.27  -0.76   -0.65    0.17616601
 54.28  -0.77   -0.64    0.18600065
 54.29  -0.77   -0.63    0.19581668
 54.30  -0.78   -0.63    0.20561313
 54.31  -0.79   -0.62    0.21538902
 54.32  -0.79   -0.61    0.22514337
 54.33  -0.80   -0.60    0.23487521
 54.34  -0.80   -0.60    0.24458356
 54.35  -0.81   -0.59    0.25426745
 54.36  -0.82   -0.58    0.26392591
 54.37  -0.82   -0.57    0.27355799
 54.38  -0.83   -0.56    0.28316270
 54.39  -0.83   -0.55    0.29273911
 54.40  -0.84   -0.55    0.30228623
 54.41  -0.84   -0.54    0.31180313
 54.42  -0.85   -0.53    0.32128885
 54.43  -0.85   -0.52    0.33074244
 54.44  -0.86   -0.51    0.34016296
 54.45  -0.86   -0.50    0.34954946
 54.46  -0.87   -0.50    0.35890100
 54.47  -0.87   -0.49    0.36821666
 54.48  -0.88   -0.48    0.37749549
 54.49  -0.88   -0.47    0.38673658
 54.50  -0.89   -0.46    0.39593899
 54.51  -0.89   -0.45    0.40510181
 54.52  -0.90   -0.44    0.41422412
 54.53  -0.90   -0.43    0.42330500
 54.54  -0.91   -0.42    0.43234356
 54.55  -0.91   -0.41    0.44133888
 54.56  -0.91   -0.41    0.45029007
 54.57  -0.92   -0.40    0.45919623
 54.58  -0.92   -0.39    0.46805647
 54.59  -0.93   -0.38    0.47686991
 54.60  -0.93   -0.37    0.48563566
 54.61  -0.93   -0.36    0.49435284
 54.62  -0.94   -0.35    0.50302059
 54.63  -0.94   -0.34    0.51163804
 54.64  -0.94   -0.33    0.52020433
 54.65  -0.95   -0.32    0.52871860
 54.66  -0.95   -0.31    0.53717999
 54.67  -0.95   -0.30    0.54558767
 54.68  -0.96   -0.29    0.55394079
 54.69  -0.96   -0.28    0.56223851
 54.70  -0.96   -0.27    0.57048001
 54.71  -0.96   -0.26    0.57866447
 54.72  -0.97   -0.26    0.58679106
 54.73  -0.97   -0.25    0.59485896
 54.74  -0.97   -0.24    0.60286739
 54.75  -0.97   -0.23    0.61081553
 54.76  -0.98   -0.22    0.61870258
 54.77  -0.98   -0.21    0.62652777
 54.78  -0.98   -0.20    0.63429031
 54.79  -0.98   -0.19    0.64198941
 54.80  -0.98   -0.18    0.64962432
 54.81  -0.99   -0.17    0.65719427
 54.82  -0.99   -0.16    0.66469849
 54.83  -0.99   -0.15    0.67213625
 54.84  -0.99   -0.14    0.67950680
 54.85  -0.99   -0.13    0.68680939
 54.86  -0.99   -0.12    0.69404331
 54.87  -0.99   -0.11    0.70120782
 54.88  -1.00   -0.10    0.70830221
 54.89  -1.00   -0.09    0.71532577
 54.90  -1.00   -0.08    0.72227780
 54.91  -1.00   -0.07    0.72915760
 54.92  -1.00   -0.06    0.73596449
 54.93  -1.00   -0.05    0.74269778
 54.94  -1.00   -0.04    0.74935680
 54.95  -1.00   -0.03    0.75594088
 54.96  -1.00   -0.02    0.76244938
 54.97  -1.00   -0.01    0.76888163
 54.98  -1.00    0.00    0.77523699
 54.99  -1.00    0.01    0.78151482
 55.00  -1.00    0.02    0.78771451
 55.01  -1.00    0.03    0.79383543
 55.02  -1.00    0.04    0.79987696
 55.03  -1.00    0.05    0.80583851
 55.04  -1.00    0.06    0.81171947
 55.05  -1.00    0.07    0.81751926
 55.06  -1.00    0.08    0.82323731
 55.07  -1.00    0.09    0.82887302
 55.08  -0.99    0.10    0.83442585
 55.09  -0.99    0.11    0.83989524
 55.10  -0.99    0.12    0.84528064
 55.11  -0.99    0.13    0.85058152
 55.12  -0.99    0.14    0.85579733
 55.13  -0.99    0.15    0.86092757
 55.14  -0.99    0.16    0.86597171
 55.15  -0.99    0.17    0.87092926
 55.16  -0.98    0.18    0.87579972
 55.17  -0.98    0.19    0.88058260
 55.18  -0.98    0.20    0.88527742
 55.19  -0.98    0.21    0.88988371
 55.20  -0.98    0.22    0.89440101
 55.21  -0.97    0.23    0.89882888
 55.22  -0.97    0.24    0.90316686
 55.23  -0.97    0.25    0.90741453
 55.24  -0.97    0.26    0.91157145
 55.25  -0.96    0.27    0.91563722
 55.26  -0.96    0.28    0.91961143
 55.27  -0.96    0.29    0.92349368
 55.28  -0.95    0.30    0.92728358
 55.29  -0.95    0.31    0.93098075
 55.30  -0.95    0.32    0.93458482
 55.31  -0.95    0.33    0.93809544
 55.32  -0.94    0.34    0.94151224
 55.33  -0.94    0.34    0.94483490
 55.34  -0.94    0.35    0.94806307
 55.35  -0.93    0.36    0.95119644
 55.36  -0.93    0.37    0.95423469
 55.37  -0.92    0.38    0.95717752
 55.38  -0.92    0.39    0.96002463
 55.39  -0.92    0.40    0.96277573
 55.40  -0.91    0.41    0.96543057
 55.41  -0.91    0.42    0.96798885
 55.42  -0.90    0.43    0.97045035
 55.43  -0.90    0.44    0.97281479
 55.44  -0.90    0.45    0.97508196
 55.45  -0.89    0.45    0.97725162
 55.46  -0.89    0.46    0.97932355
 55.47  -0.88    0.47    0.98129755
 55.48  -0.88    0.48    0.98317343
 55.49  -0.87    0.49    0.98495099
 55.50  -0.87    0.50    0.98663005
 55.51  -0.86    0.51    0.98821045
 55.52  -0.86    0.52    0.98969203
 55.53  -0.85    0.52    0.99107464
 55.54  -0.85    0.53    0.99235815
 55.55  -0.84    0.54    0.99354242
 55.56  -0.84    0.55    0.99462734
 55.57  -0.83    0.56    0.99561279
 55.58  -0.82    0.57    0.99649869
 55.59  -0.82    0.57    0.99728493
 55.60  -0.81    0.58    0.99797145
 55.61  -0.81    0.59    0.99855817
 55.62  -0.80    0.60    0.99904504
 55.63  -0.79    0.61    0.99943200
 55.64  -0.79    0.61    0.99971902
 55.65  -0.78    0.62    0.99990607
 55.66  -0.78    0.63    0.99999313
 55.67  -0.77    0.64    0.99998019
 55.68  -0.76    0.65    0.99986726
 55.69  -0.76    0.65    0.99965434
 55.70  -0.75    0.66    0.99934145
 55.71  -0.74    0.67    0.99892863
 55.72  -0.74    0.68    0.99841592
 55.73  -0.73    0.68    0.99780337
 55.74  -0.72    0.69    0.99709104
 55.75  -0.72    0.70    0.99627900
 55.76  -0.71    0.70    0.99536733
 55.77  -0.70    0.71    0.99435612
 55.78  -0.70    0.72    0.99324549
 55.79  -0.69    0.73    0.99203553
 55.80  -0.68    0.73    0.99072636
 55.81  -0.67    0.74    0.98931813
 55.82  -0.67    0.75    0.98781096
 55.83  -0.66    0.75    0.98620501
 55.84  -0.65    0.76    0.98450044
 55.85  -0.64    0.77    0.98269743
 55.86  -0.64    0.77    0.98079614
 55.87  -0.63    0.78    0.97879678
 55.88  -0.62    0.78    0.97669954
 55.89  -0.61    0.79    0.97450462
 55.90  -0.60    0.80    0.97221226
 55.91  -0.60    0.80    0.96982268
 55.92  -0.59    0.81    0.96733612
 55.93  -0.58    0.81    0.96475282
 55.94  -0.57    0.82    0.96207305
 55.95  -0.56    0.83    0.95929707
 55.96  -0.56    0.83    0.95642517
 55.97  -0.55    0.84    0.95345762
 55.98  -0.54    0.84    0.95039473
 55.99  -0.53    0.85    0.94723679
 56.00  -0.52    0.85    0.94398414
 56.01  -0.51    0.86    0.94063709
 56.02  -0.50    0.86    0.93719597
 56.03  -0.50    0.87    0.93366114
 56.04  -0.49    0.87    0.93003294
 56.05  -0.48    0.88    0.92631174
 56.06  -0.47    0.88    0.92249791
 56.07  -0.46    0.89    0.91859182
 56.08  -0.45    0.89    0.91459388
 56.09  -0.44    0.90    0.91050449
 56.10  -0.43    0.90    0.90632404
 56.11  -0.42    0.91    0.90205296
 56.12  -0.42    0.91    0.89769168
 56.13  -0.41    0.91    0.89324062
 56.14  -0.40    0.92    0.88870025
 56.15  -0.39    0.92    0.88407100
 56.16  -0.38    0.93    0.87935335
 56.17  -0.37    0.93    0.87454776
 56.18  -0.36    0.93    0.86965472
 56.19  -0.35    0.94    0.86467472
 56.20  -0.34    0.94    0.85960825
 56.21  -0.33    0.94    0.85445582
